instrument_name,note,frequencies
Accordion,F#2,"[ 184.99721136  554.36526195  195.99771799 1318.51022765  369.99442271
  587.32953583 1108.73052391  174.61411572 1661.21879032 1244.50793489
  523.2511306   739.98884542]"
Accordion,F#2,"[ 554.36526195 1318.51022765  184.99721136 1108.73052391 1244.50793489
  369.99442271  587.32953583 1661.21879032  739.98884542  523.2511306
  195.99771799 1174.65907167]"
Accordion,F#2,"[ 184.99721136  554.36526195  195.99771799  369.99442271  174.61411572
  587.32953583  523.2511306   391.99543598  349.22823143 1108.73052391
 1661.21879032 2637.0204553 ]"
Accordion,F#2,"[ 184.99721136  554.36526195  195.99771799  174.61411572  369.99442271
  587.32953583  523.2511306   739.98884542  932.32752304  391.99543598
  349.22823143 1975.53320502]"
Accordion,F#2,"[ 184.99721136  554.36526195  195.99771799  174.61411572  587.32953583
 1318.51022765  739.98884542 1108.73052391 1244.50793489  523.2511306
  369.99442271 1479.97769085]"
Accordion,F#2,"[ 184.99721136  195.99771799  174.61411572  554.36526195 1318.51022765
  739.98884542  587.32953583 1108.73052391 1244.50793489  369.99442271
  523.2511306   116.54094038]"
Accordion,F#3,"[ 739.98884542 1108.73052391  783.99087196  698.45646287 1864.65504607
 1174.65907167 1046.5022612   369.99442271 1760.         1975.53320502
  391.99543598  349.22823143]"
Accordion,F#3,"[ 739.98884542 1108.73052391  783.99087196 1864.65504607  698.45646287
 1174.65907167  369.99442271 1046.5022612  1760.         1975.53320502
  391.99543598  349.22823143]"
Accordion,F#3,"[1108.73052391  369.99442271  739.98884542 1174.65907167 1046.5022612
  391.99543598  349.22823143 2217.46104781  698.45646287 2637.0204553
  783.99087196 1864.65504607]"
Accordion,F#3,"[1108.73052391  739.98884542  369.99442271 1174.65907167  783.99087196
  391.99543598 1864.65504607 1046.5022612   698.45646287  349.22823143
 1479.97769085 1760.        ]"
Accordion,F#3,"[ 369.99442271  391.99543598  349.22823143 1108.73052391 2637.0204553
 2489.01586978 1174.65907167 1479.97769085 2217.46104781 1864.65504607
  739.98884542 1046.5022612 ]"
Accordion,F#3,"[ 739.98884542  783.99087196  698.45646287  369.99442271 1108.73052391
 1864.65504607 3322.43758064  349.22823143  391.99543598 1479.97769085
 1174.65907167 1046.5022612 ]"
Accordion,F#3,"[ 369.99442271  391.99543598  739.98884542 1108.73052391 1864.65504607
  349.22823143 1174.65907167  783.99087196 1760.         1479.97769085
  698.45646287 1046.5022612 ]"
Accordion,F#3,"[ 369.99442271  739.98884542 1108.73052391  391.99543598  783.99087196
  349.22823143  698.45646287 1174.65907167 1046.5022612  3322.43758064
 3729.31009214 2637.0204553 ]"
Accordion,F#3,"[ 369.99442271  391.99543598  349.22823143 1108.73052391 1174.65907167
 1479.97769085 1046.5022612  1864.65504607  739.98884542 1567.98174393
 2217.46104781 1396.91292573]"
Accordion,F#3,"[ 369.99442271  391.99543598  349.22823143 1108.73052391 2217.46104781
 1864.65504607 2637.0204553  1174.65907167 1479.97769085   97.998859
 2489.01586978 2349.31814334]"
Accordion,F#3,"[ 369.99442271  391.99543598 1108.73052391  349.22823143  116.54094038
  110.         1174.65907167 1046.5022612  1864.65504607  103.82617439
   97.998859    739.98884542]"
Accordion,F#4,"[ 739.98884542  783.99087196 1479.97769085  698.45646287 2217.46104781
 1567.98174393 1396.91292573 2349.31814334 2093.0045224  3729.31009214
 4434.92209563 3520.        ]"
Accordion,F#4,"[2217.46104781 2349.31814334 1479.97769085 2093.0045224  3729.31009214
  739.98884542 1567.98174393 1396.91292573 3520.          783.99087196
  698.45646287 3951.06641005]"
Accordion,F#4,"[ 739.98884542  783.99087196  698.45646287 1479.97769085 1567.98174393
 1396.91292573 2217.46104781 2349.31814334 2093.0045224  2959.95538169
  830.60939516  659.25511383]"
Accordion,F#4,"[ 739.98884542  783.99087196  698.45646287 2217.46104781 1479.97769085
 2349.31814334 1567.98174393 2093.0045224  1396.91292573  830.60939516
 3729.31009214 2959.95538169]"
Accordion,F#4,"[2217.46104781  739.98884542 2349.31814334 2093.0045224   783.99087196
 3729.31009214  698.45646287 1479.97769085 2959.95538169 5274.04091061
 3520.         4434.92209563]"
Accordion,F#4,"[ 739.98884542 2217.46104781  783.99087196  698.45646287 2349.31814334
 2093.0045224  1479.97769085 3729.31009214 1567.98174393 1396.91292573
 3520.         3951.06641005]"
Accordion,F#4,"[ 739.98884542  783.99087196  698.45646287 2217.46104781 1479.97769085
 2349.31814334 1567.98174393 2093.0045224  3729.31009214 2959.95538169
 1396.91292573  830.60939516]"
Accordion,F#4,"[ 739.98884542  783.99087196  698.45646287 2217.46104781 3729.31009214
 1479.97769085 2349.31814334 2093.0045224  3520.         1567.98174393
 2959.95538169 3951.06641005]"
Accordion,F#4,"[ 739.98884542  783.99087196  698.45646287 2217.46104781 1479.97769085
   97.998859   2349.31814334  830.60939516 2959.95538169 2093.0045224
 1567.98174393 1396.91292573]"
Accordion,F#4,"[2217.46104781  739.98884542 2349.31814334   97.998859    783.99087196
 2093.0045224   116.54094038  698.45646287 4434.92209563   92.49860568
  103.82617439  110.        ]"
Accordion,F#4,"[ 739.98884542  783.99087196  698.45646287 2217.46104781   97.998859
  116.54094038  110.           92.49860568  830.60939516  123.47082531
 1479.97769085 2349.31814334]"
Accordion,F#5,"[4434.92209563 1479.97769085 4698.63628668 4186.00904481 1567.98174393
 1396.91292573 2959.95538169 5919.91076339 3135.96348785 2793.82585146
 6271.92697571 7458.62018429]"
Accordion,F#5,"[1479.97769085 1567.98174393 1396.91292573 4434.92209563 4698.63628668
 4186.00904481 1661.21879032 7458.62018429 5919.91076339 1318.51022765
 2959.95538169 7040.        ]"
Accordion,F#5,"[1479.97769085 1567.98174393 1396.91292573 4434.92209563 2959.95538169
 4698.63628668 7458.62018429 4186.00904481 1661.21879032 3135.96348785
 5919.91076339 2793.82585146]"
Accordion,F#5,"[1479.97769085 1567.98174393 1396.91292573 4434.92209563 7458.62018429
  110.         4698.63628668  116.54094038 1661.21879032 7040.
 2959.95538169 4186.00904481]"
Accordion,F#5,"[1479.97769085 4434.92209563 1567.98174393 1396.91292573 4698.63628668
 4186.00904481 2959.95538169 7458.62018429 5919.91076339 3135.96348785
  116.54094038  110.        ]"
Accordion,F#5,"[1479.97769085 1567.98174393 1396.91292573 4434.92209563 4698.63628668
 4186.00904481 1661.21879032 1318.51022765  110.          116.54094038
   97.998859   2959.95538169]"
Accordion,F#5,"[1479.97769085 1567.98174393 1396.91292573 4434.92209563 2959.95538169
 4698.63628668 4186.00904481 3135.96348785 7458.62018429  110.
  116.54094038 2793.82585146]"
Accordion,F#5,"[1479.97769085 1567.98174393 1396.91292573 4434.92209563 2959.95538169
   97.998859   4698.63628668 5919.91076339 3135.96348785 4186.00904481
   92.49860568 2793.82585146]"
Accordion,F#5,"[1479.97769085 1567.98174393 1396.91292573 4434.92209563 2959.95538169
 4698.63628668 3135.96348785 4186.00904481 1661.21879032 2793.82585146
   97.998859   1318.51022765]"
Accordion,F#5,"[1479.97769085 2959.95538169 1567.98174393 1396.91292573 3135.96348785
 2793.82585146 4434.92209563   97.998859   4698.63628668 4186.00904481
  103.82617439   92.49860568]"
Accordion,F#5,"[  97.998859    110.          116.54094038   92.49860568  103.82617439
 2959.95538169 1479.97769085 4434.92209563  123.47082531   69.29565774
   87.30705786   73.41619198]"
Accordion,F#6,"[2959.95538169 3135.96348785 5919.91076339 2793.82585146 6271.92697571
 5587.65170293  116.54094038  110.           92.49860568   97.998859
  123.47082531  103.82617439]"
Accordion,F#6,"[2959.95538169 3135.96348785 2793.82585146 5919.91076339 6271.92697571
 5587.65170293   97.998859   3322.43758064   92.49860568  110.
  116.54094038  103.82617439]"
Accordion,F#6,"[2959.95538169 3135.96348785 2793.82585146 5919.91076339 6271.92697571
  116.54094038 5587.65170293  123.47082531  110.           97.998859
   92.49860568  103.82617439]"
Accordion,F#6,"[2959.95538169 3135.96348785 2793.82585146 5919.91076339 6271.92697571
  110.         5587.65170293  116.54094038 3322.43758064   97.998859
   92.49860568  123.47082531]"
Accordion,F#6,"[2959.95538169 3135.96348785  116.54094038 2793.82585146  110.
   97.998859    103.82617439   92.49860568  123.47082531   87.30705786
   73.41619198   69.29565774]"
Accordion,F#6,"[2959.95538169 3135.96348785  116.54094038  110.         2793.82585146
  123.47082531  103.82617439   97.998859   5919.91076339   92.49860568
  146.83238396  130.81278265]"
Accordion,F#6,"[2959.95538169 3135.96348785 2793.82585146   97.998859    116.54094038
 5919.91076339   92.49860568  110.          103.82617439 6271.92697571
  123.47082531   69.29565774]"
Accordion,F#6,"[2959.95538169 3135.96348785 2793.82585146  116.54094038  110.
   97.998859    103.82617439   92.49860568  123.47082531   87.30705786
  146.83238396 5919.91076339]"
Accordion,F#6,"[2959.95538169 3135.96348785 2793.82585146  116.54094038  110.
   97.998859    103.82617439 5919.91076339   92.49860568  123.47082531
   65.40639133   69.29565774]"
Accordion,F#6,"[2959.95538169 3135.96348785  116.54094038  110.         2793.82585146
   97.998859     92.49860568   65.40639133  123.47082531   69.29565774
  103.82617439   87.30705786]"
Accordion,F#7,"[5919.91076339 6271.92697571 5587.65170293  116.54094038  110.
   97.998859    103.82617439   92.49860568  146.83238396   82.40688923
   87.30705786  123.47082531]"
Accordion,F#7,"[5919.91076339 6271.92697571 5587.65170293   97.998859    103.82617439
   77.78174593   92.49860568   82.40688923   73.41619198  110.
   87.30705786   69.29565774]"
Accordion,F#7,"[5919.91076339 6271.92697571 5587.65170293  110.          116.54094038
   97.998859     92.49860568  103.82617439   69.29565774   87.30705786
   65.40639133  123.47082531]"
Accordion,F#7,"[5919.91076339  110.           97.998859    116.54094038 6271.92697571
   92.49860568 5587.65170293   87.30705786  103.82617439   69.29565774
   73.41619198  146.83238396]"
Accordion,F#7,"[5919.91076339 6271.92697571 5587.65170293   97.998859     92.49860568
  116.54094038  146.83238396   87.30705786   65.40639133   82.40688923
   69.29565774   73.41619198]"
Accordion,F#7,"[5919.91076339  116.54094038  110.           97.998859     92.49860568
  123.47082531  103.82617439 6271.92697571   69.29565774   65.40639133
   87.30705786 5587.65170293]"
Accordion,F#7,"[  97.998859     92.49860568  110.          116.54094038 5919.91076339
  103.82617439  146.83238396   87.30705786  123.47082531 6271.92697571
   73.41619198   82.40688923]"
Accordion,F1,"[  87.30705786  174.61411572   92.49860568   82.40688923  698.45646287
  261.6255653   164.81377846 1174.65907167  184.99721136 1108.73052391
  783.99087196  440.        ]"
Accordion,F1,"[ 87.30705786  92.49860568  82.40688923 116.54094038 783.99087196
 174.61411572 261.6255653  698.45646287 440.         110.
 830.60939516 622.25396744]"
Accordion,F1,"[ 87.30705786  92.49860568  82.40688923 174.61411572 783.99087196
 830.60939516 184.99721136 261.6255653  880.         698.45646287
 440.         164.81377846]"
Accordion,F1,"[  87.30705786   82.40688923   92.49860568  783.99087196  174.61411572
 1108.73052391  261.6255653  1174.65907167  830.60939516  739.98884542
  698.45646287  440.        ]"
Accordion,F2,"[ 174.61411572  523.2511306  1244.50793489  184.99721136  554.36526195
 1046.5022612  1174.65907167  493.88330126  164.81377846  349.22823143
  698.45646287 1108.73052391]"
Accordion,F2,"[ 174.61411572  523.2511306   164.81377846  184.99721136  349.22823143
  493.88330126 1244.50793489  554.36526195 1046.5022612  1174.65907167
  698.45646287 1396.91292573]"
Accordion,F2,"[ 174.61411572  184.99721136  523.2511306   164.81377846  698.45646287
  493.88330126  349.22823143 1244.50793489  554.36526195 1046.5022612
 1174.65907167  880.        ]"
Accordion,F2,"[ 174.61411572  164.81377846  184.99721136  523.2511306   880.
  493.88330126  349.22823143  554.36526195 1567.98174393  698.45646287
  830.60939516 1046.5022612 ]"
Accordion,F2,"[ 174.61411572  523.2511306   164.81377846  184.99721136 1244.50793489
  493.88330126 1046.5022612  1174.65907167  698.45646287  554.36526195
  349.22823143  987.76660251]"
Accordion,F2,"[ 174.61411572  184.99721136  164.81377846  523.2511306   554.36526195
  349.22823143  493.88330126 1244.50793489   97.998859    698.45646287
 1174.65907167  369.99442271]"
Accordion,F2,"[ 174.61411572  184.99721136  164.81377846  698.45646287  523.2511306
 1244.50793489  739.98884542 1174.65907167  880.          554.36526195
  659.25511383 1046.5022612 ]"
Accordion,F2,"[ 174.61411572  184.99721136  164.81377846  523.2511306   698.45646287
 1244.50793489  880.          554.36526195  493.88330126 1174.65907167
 1046.5022612   739.98884542]"
Accordion,F3,"[ 698.45646287 1046.5022612   659.25511383  739.98884542  349.22823143
  987.76660251 1108.73052391 2093.0045224   369.99442271  329.62755691
 2793.82585146 2489.01586978]"
Accordion,F3,"[ 698.45646287  739.98884542  659.25511383 1046.5022612   349.22823143
 1108.73052391  987.76660251 1760.          369.99442271 2093.0045224
  329.62755691 2793.82585146]"
Accordion,F3,"[ 698.45646287 1046.5022612   739.98884542  659.25511383 1760.
  349.22823143 2793.82585146 1108.73052391  987.76660251 1661.21879032
 3135.96348785  329.62755691]"
Accordion,F3,"[ 698.45646287 1046.5022612   349.22823143  659.25511383  739.98884542
 1108.73052391  987.76660251  329.62755691  369.99442271 1760.
 1396.91292573 2093.0045224 ]"
Accordion,F3,"[ 698.45646287  739.98884542  659.25511383  349.22823143 1046.5022612
 2093.0045224  1396.91292573  329.62755691  369.99442271 1108.73052391
 2217.46104781 3135.96348785]"
Accordion,F3,"[ 349.22823143  698.45646287 1046.5022612   369.99442271  739.98884542
  329.62755691  659.25511383 1108.73052391  987.76660251 1396.91292573
 2489.01586978  116.54094038]"
Accordion,F3,"[ 698.45646287 1046.5022612   349.22823143  739.98884542 1108.73052391
  659.25511383  369.99442271  987.76660251  329.62755691 1760.
 2093.0045224  3135.96348785]"
Accordion,F3,"[ 349.22823143  369.99442271  698.45646287 1046.5022612   329.62755691
 1760.          739.98884542 2793.82585146 1108.73052391  659.25511383
 1661.21879032 3135.96348785]"
Accordion,F3,"[ 349.22823143  369.99442271  329.62755691 1046.5022612  2793.82585146
   97.998859    116.54094038  110.          698.45646287 1108.73052391
   92.49860568 2959.95538169]"
Accordion,F3,"[ 349.22823143 1046.5022612   369.99442271 1108.73052391  329.62755691
  987.76660251  698.45646287 2093.0045224  1396.91292573  739.98884542
 3520.         1760.        ]"
Accordion,F4,"[ 698.45646287  739.98884542  659.25511383 1396.91292573 1479.97769085
 2093.0045224  3520.         1318.51022765 3322.43758064 2217.46104781
 4186.00904481 4978.03173955]"
Accordion,F4,"[ 698.45646287  739.98884542  659.25511383 2093.0045224  3520.
 2217.46104781 1396.91292573 1975.53320502 2793.82585146 3322.43758064
 4186.00904481 1479.97769085]"
Accordion,F4,"[ 698.45646287  739.98884542  659.25511383 2093.0045224  1396.91292573
 2217.46104781 3520.         1975.53320502 1479.97769085 1318.51022765
 2793.82585146 3322.43758064]"
Accordion,F4,"[ 698.45646287  739.98884542  659.25511383 3520.         2793.82585146
 2093.0045224  3322.43758064 3729.31009214 2959.95538169 2217.46104781
 4978.03173955 2637.0204553 ]"
Accordion,F4,"[ 698.45646287  739.98884542  659.25511383 2093.0045224  2217.46104781
 1396.91292573 1975.53320502 2793.82585146 4978.03173955 1479.97769085
 3520.         1318.51022765]"
Accordion,F4,"[ 698.45646287  739.98884542  659.25511383 2093.0045224  2217.46104781
 1975.53320502 3520.         6271.92697571 4978.03173955 1396.91292573
 4186.00904481  783.99087196]"
Accordion,F4,"[ 698.45646287  739.98884542  659.25511383 3520.         1396.91292573
 2093.0045224  4186.00904481 2793.82585146 1479.97769085 3322.43758064
 4978.03173955 3729.31009214]"
Accordion,F4,"[ 698.45646287  739.98884542  659.25511383 1396.91292573 2093.0045224
 1479.97769085 4978.03173955 3520.         1318.51022765 2217.46104781
 2793.82585146 4698.63628668]"
Accordion,F4,"[ 698.45646287  739.98884542  659.25511383  116.54094038  110.
   97.998859   2793.82585146 1396.91292573  103.82617439  783.99087196
   92.49860568 2959.95538169]"
Accordion,F4,"[ 698.45646287  739.98884542  659.25511383 2793.82585146   97.998859
 2959.95538169 2093.0045224    92.49860568 2637.0204553   116.54094038
  103.82617439  110.        ]"
Accordion,F4,"[ 698.45646287  739.98884542  659.25511383 2093.0045224    97.998859
 2217.46104781   92.49860568  116.54094038 1975.53320502  110.
  783.99087196 2793.82585146]"
Accordion,F5,"[4186.00904481 1396.91292573 4434.92209563 1479.97769085 3951.06641005
 1318.51022765 2793.82585146 7040.         2959.95538169 6644.87516128
 2637.0204553  5587.65170293]"
Accordion,F5,"[1396.91292573 1479.97769085 1318.51022765 4186.00904481 4434.92209563
 3951.06641005 2793.82585146 5587.65170293 2959.95538169 5919.91076339
 1567.98174393 2637.0204553 ]"
Accordion,F5,"[1396.91292573 4186.00904481 1479.97769085 1318.51022765 4434.92209563
 3951.06641005 2793.82585146 5587.65170293 2959.95538169 2637.0204553
 5919.91076339 7040.        ]"
Accordion,F5,"[1396.91292573 1479.97769085 4186.00904481 1318.51022765 2793.82585146
 4434.92209563 3951.06641005 7040.         2959.95538169 2637.0204553
 6644.87516128 7458.62018429]"
Accordion,F5,"[1396.91292573 1479.97769085 1318.51022765 4186.00904481 4434.92209563
 3951.06641005 7040.         1567.98174393 6644.87516128   97.998859
 1244.50793489 7458.62018429]"
Accordion,F5,"[1396.91292573 1479.97769085 1318.51022765 4186.00904481 4434.92209563
 3951.06641005  116.54094038  110.         2793.82585146 1567.98174393
 7040.          123.47082531]"
Accordion,F5,"[1396.91292573 1479.97769085 1318.51022765 4186.00904481 4434.92209563
   97.998859    116.54094038  110.         3951.06641005  103.82617439
   92.49860568  123.47082531]"
Accordion,F5,"[1396.91292573 1479.97769085 1318.51022765 4186.00904481 4434.92209563
 3951.06641005 2793.82585146  116.54094038 5587.65170293 1567.98174393
  110.           97.998859  ]"
Accordion,F5,"[1396.91292573 1479.97769085 1318.51022765 4186.00904481 4434.92209563
 3951.06641005   97.998859     92.49860568 1567.98174393  110.
 7040.          103.82617439]"
Accordion,F5,"[1396.91292573 1479.97769085 1318.51022765   92.49860568  110.
  116.54094038  103.82617439   97.998859   2793.82585146   87.30705786
  123.47082531 2959.95538169]"
Accordion,F5,"[1396.91292573   97.998859    116.54094038  110.         2793.82585146
   92.49860568 1479.97769085  103.82617439 4186.00904481 1318.51022765
  123.47082531 2959.95538169]"
Accordion,F6,"[2793.82585146 2959.95538169 2637.0204553  5587.65170293 5919.91076339
 7902.1328201  5274.04091061 3135.96348785   97.998859     92.49860568
  116.54094038 2489.01586978]"
Accordion,F6,"[2793.82585146 2959.95538169 2637.0204553  5587.65170293 5919.91076339
   97.998859   5274.04091061  116.54094038   92.49860568  110.
  103.82617439   65.40639133]"
Accordion,F6,"[2793.82585146 5587.65170293 2959.95538169 2637.0204553  5919.91076339
 5274.04091061  116.54094038   97.998859    110.          103.82617439
   92.49860568  146.83238396]"
Accordion,F6,"[2793.82585146  116.54094038 2959.95538169  110.         2637.0204553
   97.998859    103.82617439  123.47082531   92.49860568 5587.65170293
   87.30705786   82.40688923]"
Accordion,F6,"[2793.82585146 2959.95538169 2637.0204553   110.           97.998859
  116.54094038   92.49860568 5587.65170293  103.82617439   87.30705786
 5919.91076339 5274.04091061]"
Accordion,F6,"[2793.82585146 2959.95538169 2637.0204553   110.          116.54094038
 7902.1328201  5587.65170293  103.82617439   97.998859   5919.91076339
   92.49860568  123.47082531]"
Accordion,F6,"[2793.82585146 2959.95538169 2637.0204553   110.          116.54094038
   92.49860568 5587.65170293   97.998859     87.30705786  103.82617439
   73.41619198   82.40688923]"
Accordion,F6,"[  97.998859   2793.82585146  110.           92.49860568  116.54094038
  103.82617439 2959.95538169 2637.0204553   123.47082531   73.41619198
   87.30705786   69.29565774]"
Accordion,F6,"[2793.82585146 2959.95538169 2637.0204553   116.54094038  110.
  123.47082531   97.998859     92.49860568  103.82617439 5587.65170293
   87.30705786  130.81278265]"
Accordion,F6,"[2793.82585146 2959.95538169 2637.0204553  5587.65170293  116.54094038
  110.           97.998859     92.49860568 5919.91076339  103.82617439
  146.83238396 5274.04091061]"
Accordion,F7,"[5587.65170293 5919.91076339 5274.04091061  116.54094038   97.998859
  110.           92.49860568   69.29565774   73.41619198   65.40639133
  103.82617439  123.47082531]"
Accordion,F7,"[5587.65170293 5919.91076339 5274.04091061  116.54094038  110.
 6271.92697571  103.82617439   73.41619198   97.998859    123.47082531
   69.29565774   77.78174593]"
Accordion,F7,"[5587.65170293   97.998859   5919.91076339 5274.04091061   92.49860568
  116.54094038  110.          103.82617439   87.30705786  123.47082531
   69.29565774   65.40639133]"
Accordion,F7,"[5587.65170293 5919.91076339 5274.04091061   97.998859     92.49860568
  110.          116.54094038  103.82617439   87.30705786   65.40639133
   82.40688923  146.83238396]"
Accordion,F7,"[5587.65170293 5919.91076339 5274.04091061  116.54094038  110.
  123.47082531   97.998859    103.82617439   65.40639133   92.49860568
   69.29565774   87.30705786]"
Accordion,F7,"[  97.998859    110.           92.49860568 5587.65170293  116.54094038
  103.82617439   69.29565774   73.41619198 5919.91076339   87.30705786
   82.40688923  123.47082531]"
Accordion,F7,"[5587.65170293  116.54094038 5919.91076339  110.           97.998859
 5274.04091061   73.41619198   92.49860568  123.47082531  103.82617439
   69.29565774   77.78174593]"
Accordion,G#1,"[ 103.82617439  110.          207.65234879   97.998859    830.60939516
  311.12698372 1244.50793489  220.          739.98884542  523.2511306
  195.99771799  698.45646287]"
Accordion,G#1,"[ 103.82617439   97.998859    739.98884542  207.65234879  110.
  830.60939516  698.45646287  311.12698372 1174.65907167  523.2511306
 1108.73052391 1318.51022765]"
Accordion,G#1,"[103.82617439 110.          97.998859   207.65234879 739.98884542
 698.45646287 622.25396744 311.12698372 195.99771799 220.
 523.2511306  830.60939516]"
Accordion,G#1,"[ 103.82617439  110.           97.998859    739.98884542  698.45646287
  830.60939516  207.65234879  523.2511306   311.12698372 1244.50793489
 1174.65907167 1108.73052391]"
Accordion,G#2,"[ 415.30469758  207.65234879  622.25396744 1244.50793489  391.99543598
  195.99771799  440.          830.60939516  587.32953583 1046.5022612
  220.          659.25511383]"
Accordion,G#2,"[ 207.65234879  195.99771799  415.30469758  220.          622.25396744
  391.99543598 1244.50793489  440.          587.32953583 1046.5022612
  830.60939516  659.25511383]"
Accordion,G#2,"[ 207.65234879  220.          195.99771799  622.25396744  415.30469758
  659.25511383  830.60939516  587.32953583  440.         1244.50793489
  391.99543598  880.        ]"
Accordion,G#2,"[ 207.65234879  415.30469758  622.25396744  220.          195.99771799
 1244.50793489  440.          830.60939516  391.99543598 1046.5022612
  659.25511383  587.32953583]"
Accordion,G#2,"[ 622.25396744  207.65234879  415.30469758  195.99771799  587.32953583
  659.25511383 1046.5022612   220.          391.99543598  830.60939516
  440.          987.76660251]"
Accordion,G#2,"[ 207.65234879  415.30469758  195.99771799  220.         1046.5022612
  830.60939516  622.25396744 1244.50793489  391.99543598  440.
  987.76660251  880.        ]"
Accordion,G#2,"[ 207.65234879  220.          195.99771799  110.          116.54094038
 1046.5022612   830.60939516   97.998859    415.30469758  622.25396744
 1244.50793489  987.76660251]"
Accordion,G#2,"[ 207.65234879  220.          195.99771799  830.60939516  622.25396744
 1244.50793489 1046.5022612   880.          783.99087196  659.25511383
  587.32953583 1318.51022765]"
Accordion,G#3,"[ 415.30469758 1244.50793489  830.60939516  391.99543598  440.
 1318.51022765 2093.0045224  1174.65907167  880.          783.99087196
 2959.95538169 3322.43758064]"
Accordion,G#3,"[1244.50793489  415.30469758  830.60939516 1318.51022765 1174.65907167
  440.          880.          391.99543598  783.99087196 2093.0045224
 1661.21879032 2489.01586978]"
Accordion,G#3,"[ 830.60939516  415.30469758 1244.50793489  783.99087196  880.
  391.99543598  440.         1174.65907167 1318.51022765 2093.0045224
 2489.01586978 1975.53320502]"
Accordion,G#3,"[ 415.30469758 1244.50793489  440.          391.99543598  830.60939516
 1318.51022765 1174.65907167  880.          783.99087196 1661.21879032
 2093.0045224  1975.53320502]"
Accordion,G#3,"[ 415.30469758  830.60939516 1244.50793489  440.          391.99543598
  880.          783.99087196 2093.0045224  1318.51022765 1174.65907167
 1661.21879032 1975.53320502]"
Accordion,G#3,"[ 415.30469758  830.60939516  440.          391.99543598  880.
  783.99087196 1244.50793489 3729.31009214 1661.21879032 1318.51022765
 3322.43758064 2489.01586978]"
Accordion,G#3,"[ 415.30469758  440.          391.99543598 1244.50793489 2959.95538169
 1318.51022765 1661.21879032 2793.82585146 2489.01586978 1174.65907167
 2093.0045224   830.60939516]"
Accordion,G#3,"[ 415.30469758 1244.50793489  830.60939516  440.          391.99543598
 2093.0045224  1318.51022765  880.          783.99087196 1174.65907167
 1975.53320502 2489.01586978]"
Accordion,G#3,"[ 415.30469758  391.99543598  440.         1244.50793489  830.60939516
 1318.51022765 1174.65907167 2093.0045224   880.          783.99087196
   97.998859   1975.53320502]"
Accordion,G#3,"[ 415.30469758  440.          391.99543598 1244.50793489 2489.01586978
 1318.51022765   97.998859   3322.43758064 1174.65907167 1661.21879032
 2959.95538169 2637.0204553 ]"
Accordion,G#3,"[ 415.30469758  440.          391.99543598 1244.50793489  830.60939516
 1318.51022765  116.54094038  110.         1174.65907167 1661.21879032
   92.49860568   97.998859  ]"
Accordion,G#4,"[ 830.60939516  880.          783.99087196 2489.01586978 1661.21879032
 4186.00904481 3322.43758064 2637.0204553  1760.         1567.98174393
 2349.31814334 3951.06641005]"
Accordion,G#4,"[ 830.60939516 1661.21879032  783.99087196  880.         4186.00904481
 2489.01586978 1760.         3951.06641005 1567.98174393 4434.92209563
 2637.0204553  2349.31814334]"
Accordion,G#4,"[ 830.60939516 2489.01586978  880.          783.99087196 2637.0204553
 1661.21879032 3322.43758064 2349.31814334 4186.00904481 5919.91076339
 1760.         3520.        ]"
Accordion,G#4,"[ 830.60939516  880.          783.99087196 1661.21879032 2489.01586978
 3322.43758064 1760.         2637.0204553  4186.00904481 1567.98174393
 2349.31814334 3520.        ]"
Accordion,G#4,"[ 830.60939516  880.          783.99087196 1661.21879032 1760.
 1567.98174393 3322.43758064 2489.01586978 4186.00904481 3520.
 2637.0204553  3951.06641005]"
Accordion,G#4,"[ 830.60939516  880.          783.99087196 4186.00904481 1661.21879032
 2489.01586978 3322.43758064 3951.06641005 4434.92209563 1760.
 2637.0204553  1567.98174393]"
Accordion,G#4,"[ 830.60939516  880.          783.99087196 2489.01586978 4186.00904481
 3322.43758064 2637.0204553  3951.06641005 2349.31814334 4434.92209563
 3520.         3135.96348785]"
Accordion,G#4,"[ 830.60939516  880.          783.99087196 2489.01586978 4186.00904481
 2637.0204553  2349.31814334 3951.06641005 4434.92209563 3322.43758064
 1661.21879032 5919.91076339]"
Accordion,G#4,"[ 830.60939516  880.          783.99087196 3322.43758064 2489.01586978
   97.998859   3520.         2637.0204553   110.         3135.96348785
  116.54094038 2349.31814334]"
Accordion,G#4,"[ 830.60939516  880.          783.99087196 2489.01586978 3322.43758064
   97.998859   2637.0204553  3520.          932.32752304  116.54094038
 3135.96348785 4186.00904481]"
Accordion,G#4,"[ 830.60939516  880.          783.99087196 3322.43758064 3520.
   97.998859   4978.03173955 3135.96348785  116.54094038  110.
 5274.04091061   92.49860568]"
Accordion,G#5,"[1661.21879032 1760.         1567.98174393 4978.03173955 3322.43758064
 5274.04091061 4698.63628668 3520.         6644.87516128 3135.96348785
 1864.65504607 7902.1328201 ]"
Accordion,G#5,"[1661.21879032 1760.         1567.98174393 4978.03173955 5274.04091061
 3322.43758064 6644.87516128 4698.63628668 3520.         7040.
 3135.96348785 6271.92697571]"
Accordion,G#5,"[4978.03173955 1661.21879032 5274.04091061 4698.63628668 1760.
 3322.43758064 1567.98174393 6644.87516128 3520.         3135.96348785
 7040.         6271.92697571]"
